Año;Mes;Mesid;Tipo barco;idtipobarco;Cabotajeoexterior;Idcabotajeoexterior;Escalas;ESC GT
2020;202004;4;CÃ rrega (Lo-Lo);13;Cabotatge;C;1;5629
2020;202004;4;CÃ rrega (Lo-Lo);13;Exterior;E;37;148686
2020;202004;4;Petroliers;14;Cabotatge;C;1;13846
2020;202004;4;Petroliers;14;Exterior;E;4;316951
2020;202004;4;Transbordadors;15;Cabotatge;C;80;2018079
2020;202004;4;Transbordadors;15;Exterior;E;34;1881557
2020;202004;4;Passatge;16;Exterior;E;1;92720
2020;202004;4;Portacontenidors;17;Cabotatge;C;25;256774
2020;202004;4;Portacontenidors;17;Exterior;E;139;6992725
2020;202004;4;Ro-Ro;20;Cabotatge;C;4;60896
2020;202004;4;Ro-Ro;20;Exterior;E;29;976131
2020;202004;4;Car-carrier;21;Exterior;E;13;720532
2020;202005;5;Tancs;11;Cabotatge;C;2;27236
2020;202005;5;Tancs;11;Exterior;E;68;933407
2020;202005;5;Granelers;12;Cabotatge;C;1;2453
2020;202005;5;Granelers;12;Exterior;E;6;195587
2020;202005;5;CÃ rrega (Lo-Lo);13;Cabotatge;C;1;2998
2020;202005;5;CÃ rrega (Lo-Lo);13;Exterior;E;40;190772
2020;202005;5;Petroliers;14;Exterior;E;3;202197
2020;202005;5;Transbordadors;15;Cabotatge;C;79;2020879
2020;202005;5;Transbordadors;15;Exterior;E;34;1790186
2020;202005;5;Passatge;16;Exterior;E;2;174458
2020;202005;5;Portacontenidors;17;Cabotatge;C;19;206255
2020;202005;5;Portacontenidors;17;Exterior;E;151;6817262
2020;202005;5;Ro-Ro;20;Cabotatge;C;4;60896
2020;202005;5;Ro-Ro;20;Exterior;E;36;1181063
2020;202005;5;Car-carrier;21;Exterior;E;12;602807
2020;202006;6;Tancs;11;Cabotatge;C;2;23870
2020;202006;6;Tancs;11;Exterior;E;62;711637
2020;202006;6;Granelers;12;Cabotatge;C;2;5896
2020;202006;6;Granelers;12;Exterior;E;8;239368
2020;202006;6;CÃ rrega (Lo-Lo);13;Cabotatge;C;2;10903
2020;202006;6;CÃ rrega (Lo-Lo);13;Exterior;E;27;136050
2020;202006;6;Petroliers;14;Exterior;E;5;441091
2020;202006;6;Transbordadors;15;Cabotatge;C;105;2782521
2020;202006;6;Transbordadors;15;Exterior;E;40;2061577
2020;202006;6;Passatge;16;Exterior;E;3;176964
2020;202006;6;Portacontenidors;17;Cabotatge;C;19;202748
2020;202006;6;Portacontenidors;17;Exterior;E;156;6188298
2020;202006;6;Ro-Ro;20;Cabotatge;C;4;60896
2020;202006;6;Ro-Ro;20;Exterior;E;39;1230501
2020;202006;6;Car-carrier;21;Exterior;E;17;802840
2020;202007;7;Tancs;11;Cabotatge;C;8;86189
2020;202007;7;Tancs;11;Exterior;E;63;834621
2020;202007;7;Granelers;12;Exterior;E;4;132152
2020;202007;7;CÃ rrega (Lo-Lo);13;Exterior;E;30;138863
2020;202007;7;Petroliers;14;Exterior;E;8;764652
2020;202007;7;Transbordadors;15;Cabotatge;C;184;5034510
2020;202007;7;Transbordadors;15;Exterior;E;53;2620149
2020;202007;7;Portacontenidors;17;Cabotatge;C;22;245346
2020;202007;7;Portacontenidors;17;Exterior;E;159;6688164
2020;202007;7;Ro-Ro;20;Cabotatge;C;9;146140
2020;202007;7;Ro-Ro;20;Exterior;E;45;1513040
2020;202007;7;Car-carrier;21;Exterior;E;23;1047387
2020;202008;8;Tancs;11;Cabotatge;C;10;104252
2020;202008;8;Tancs;11;Exterior;E;76;885302
2020;202008;8;Granelers;12;Cabotatge;C;2;5896
2020;202008;8;Granelers;12;Exterior;E;12;371098
2020;202008;8;CÃ rrega (Lo-Lo);13;Cabotatge;C;3;17624
2020;202008;8;CÃ rrega (Lo-Lo);13;Exterior;E;17;89142
2020;202008;8;Petroliers;14;Exterior;E;5;466599
2020;202008;8;Transbordadors;15;Cabotatge;C;189;5198556
2020;202008;8;Transbordadors;15;Exterior;E;48;2388676
2020;202008;8;Passatge;16;Exterior;E;5;296787
2020;202008;8;Portacontenidors;17;Cabotatge;C;21;221974
2020;202008;8;Portacontenidors;17;Exterior;E;159;7236862
2020;202008;8;Ro-Ro;20;Cabotatge;C;6;102749
2020;202008;8;Ro-Ro;20;Exterior;E;34;1170852
2020;202008;8;Car-carrier;21;Exterior;E;22;1082100
2020;202009;9;Tancs;11;Cabotatge;C;10;73755
2020;202009;9;Tancs;11;Exterior;E;61;848861
2020;202009;9;Granelers;12;Cabotatge;C;1;5164
2020;202009;9;Granelers;12;Exterior;E;4;125939
2020;202009;9;CÃ rrega (Lo-Lo);13;Cabotatge;C;6;35797
2020;202009;9;CÃ rrega (Lo-Lo);13;Exterior;E;26;107099
2020;202009;9;Petroliers;14;Exterior;E;7;557807
2020;202009;9;Transbordadors;15;Cabotatge;C;160;4107036
2020;202009;9;Transbordadors;15;Exterior;E;44;2256436
2020;202009;9;Passatge;16;Exterior;E;3;207293
2020;202009;9;Portacontenidors;17;Cabotatge;C;21;238469
2020;202009;9;Portacontenidors;17;Exterior;E;154;6766737
2020;202009;9;Ro-Ro;20;Cabotatge;C;6;95906
2020;202009;9;Ro-Ro;20;Exterior;E;39;1263859
2020;202009;9;Car-carrier;21;Exterior;E;24;1091985
2020;202010;10;Tancs;11;Cabotatge;C;7;56476
2020;202010;10;Tancs;11;Exterior;E;68;923068
2020;202010;10;Granelers;12;Cabotatge;C;1;3271
2020;202010;10;Granelers;12;Exterior;E;7;201234
2020;202010;10;CÃ rrega (Lo-Lo);13;Cabotatge;C;1;4358
2020;202010;10;CÃ rrega (Lo-Lo);13;Exterior;E;42;179715
2020;202010;10;Petroliers;14;Exterior;E;7;391440
2020;202010;10;Transbordadors;15;Cabotatge;C;106;2836174
2020;202010;10;Transbordadors;15;Exterior;E;37;2045935
2020;202010;10;Passatge;16;Exterior;E;3;73443
2020;202010;10;Portacontenidors;17;Cabotatge;C;21;253357
2020;202010;10;Portacontenidors;17;Exterior;E;179;8286629
2020;202010;10;Ro-Ro;20;Cabotatge;C;5;76120
2020;202010;10;Ro-Ro;20;Exterior;E;54;1729177
2020;202010;10;Car-carrier;21;Exterior;E;26;1120479
2020;202011;11;Tancs;11;Cabotatge;C;4;76638
2020;202011;11;Tancs;11;Exterior;E;72;937463
2020;202011;11;Granelers;12;Exterior;E;9;302389
2020;202011;11;CÃ rrega (Lo-Lo);13;Cabotatge;C;1;5574
2020;202011;11;CÃ rrega (Lo-Lo);13;Exterior;E;40;187583
2020;202011;11;Petroliers;14;Exterior;E;4;181586
2020;202011;11;Transbordadors;15;Cabotatge;C;97;2375708
2020;202011;11;Transbordadors;15;Exterior;E;36;1796095
2020;202011;11;Passatge;16;Exterior;E;3;51651
2020;202011;11;Portacontenidors;17;Cabotatge;C;23;266176
2020;202011;11;Portacontenidors;17;Exterior;E;175;9121539
2020;202011;11;Ro-Ro;20;Cabotatge;C;5;76120
2020;202011;11;Ro-Ro;20;Exterior;E;55;1814193
2020;202011;11;Car-carrier;21;Cabotatge;C;1;36711
2020;202011;11;Car-carrier;21;Exterior;E;28;1153764
2020;202012;12;Tancs;11;Cabotatge;C;8;77718
2020;202012;12;Tancs;11;Exterior;E;74;979781
2020;202012;12;Granelers;12;Cabotatge;C;1;2625
2020;202012;12;Granelers;12;Exterior;E;9;213992
2020;202012;12;CÃ rrega (Lo-Lo);13;Cabotatge;C;3;16680
2020;202012;12;CÃ rrega (Lo-Lo);13;Exterior;E;43;220838
2020;202012;12;Petroliers;14;Exterior;E;6;432699
2020;202012;12;Transbordadors;15;Cabotatge;C;105;2740472
2020;202012;12;Transbordadors;15;Exterior;E;31;1703196
2020;202012;12;Portacontenidors;17;Cabotatge;C;23;261510
2020;202012;12;Portacontenidors;17;Exterior;E;171;8025211
2020;202012;12;Ro-Ro;20;Cabotatge;C;4;60896
2020;202012;12;Ro-Ro;20;Exterior;E;52;1919130
2020;202012;12;Car-carrier;21;Cabotatge;C;1;37602
2020;202012;12;Car-carrier;21;Exterior;E;27;1252813
2021;202101;1;Tancs;11;Cabotatge;C;7;50753
2021;202101;1;Tancs;11;Exterior;E;63;738036
2021;202101;1;Granelers;12;Cabotatge;C;1;2625
2021;202101;1;Granelers;12;Exterior;E;8;228323
2021;202101;1;CÃ rrega (Lo-Lo);13;Cabotatge;C;3;17566
2021;202101;1;CÃ rrega (Lo-Lo);13;Exterior;E;30;124412
2021;202101;1;Petroliers;14;Exterior;E;8;388132
2021;202101;1;Transbordadors;15;Cabotatge;C;101;2591958
2021;202101;1;Transbordadors;15;Exterior;E;32;1736532
2021;202101;1;Passatge;16;Exterior;E;2;196791
2021;202101;1;Portacontenidors;17;Cabotatge;C;19;271713
2021;202101;1;Portacontenidors;17;Exterior;E;158;7821746
2021;202101;1;Ro-Ro;20;Cabotatge;C;4;60896
2021;202101;1;Ro-Ro;20;Exterior;E;43;1501416
2021;202101;1;Car-carrier;21;Cabotatge;C;1;36825
2021;202101;1;Car-carrier;21;Exterior;E;26;1250636
2021;202102;2;Tancs;11;Cabotatge;C;6;76811
2021;202102;2;Tancs;11;Exterior;E;76;1049319
2021;202102;2;Granelers;12;Exterior;E;8;246210
2021;202102;2;CÃ rrega (Lo-Lo);13;Cabotatge;C;1;3911
2021;202102;2;CÃ rrega (Lo-Lo);13;Exterior;E;24;89827
2021;202102;2;Petroliers;14;Exterior;E;2;11337
2021;202102;2;Transbordadors;15;Cabotatge;C;97;2477803
2021;202102;2;Transbordadors;15;Exterior;E;24;1529808
2021;202102;2;Passatge;16;Cabotatge;C;1;181808
2021;202102;2;Portacontenidors;17;Cabotatge;C;21;295843
2021;202102;2;Portacontenidors;17;Exterior;E;158;7183619
2021;202102;2;Ro-Ro;20;Cabotatge;C;4;60896
2021;202102;2;Ro-Ro;20;Exterior;E;54;2139556
2021;202102;2;Car-carrier;21;Exterior;E;28;1343489
2021;202103;3;Tancs;11;Cabotatge;C;4;38436
2021;202103;3;Tancs;11;Exterior;E;65;1058803
2021;202103;3;Granelers;12;Cabotatge;C;1;35832
2021;202103;3;Granelers;12;Exterior;E;7;209090
2021;202103;3;CÃ rrega (Lo-Lo);13;Exterior;E;35;175387
2021;202103;3;Petroliers;14;Exterior;E;4;133066
2021;202103;3;Transbordadors;15;Cabotatge;C;116;2847666
2021;202103;3;Transbordadors;15;Exterior;E;26;1657292
2021;202103;3;Passatge;16;Cabotatge;C;2;363616
2021;202103;3;Passatge;16;Exterior;E;1;14983
2021;202103;3;Portacontenidors;17;Cabotatge;C;23;259310
2021;202103;3;Portacontenidors;17;Exterior;E;160;6859281
2021;202103;3;Ro-Ro;20;Cabotatge;C;4;60896
2021;202103;3;Ro-Ro;20;Exterior;E;60;2869542
2021;202103;3;Car-carrier;21;Exterior;E;29;1295051
2021;202104;4;Tancs;11;Cabotatge;C;9;105115
2021;202104;4;Tancs;11;Exterior;E;61;735436
2021;202104;4;Granelers;12;Exterior;E;9;294275
2021;202104;4;CÃ rrega (Lo-Lo);13;Cabotatge;C;2;14174
2021;202104;4;CÃ rrega (Lo-Lo);13;Exterior;E;34;178776
2021;202104;4;Petroliers;14;Exterior;E;5;302543
2021;202104;4;Transbordadors;15;Cabotatge;C;110;2886945
2021;202104;4;Transbordadors;15;Exterior;E;25;1556724
2021;202104;4;Passatge;16;Cabotatge;C;1;181808
2021;202104;4;Passatge;16;Exterior;E;1;39444
2021;202104;4;Portacontenidors;17;Cabotatge;C;23;266189
2021;202104;4;Portacontenidors;17;Exterior;E;164;7183195
2021;202104;4;Ro-Ro;20;Cabotatge;C;9;146140
2021;202104;4;Ro-Ro;20;Exterior;E;51;2458196
2021;202104;4;Car-carrier;21;Exterior;E;25;1125328
2021;202105;5;Tancs;11;Cabotatge;C;1;5451
2021;202105;5;Tancs;11;Exterior;E;24;471161
2021;202105;5;Granelers;12;Cabotatge;C;1;2625
2021;202105;5;Granelers;12;Exterior;E;2;53915
2021;202105;5;CÃ rrega (Lo-Lo);13;Cabotatge;C;1;3911
2021;202105;5;CÃ rrega (Lo-Lo);13;Exterior;E;16;123258
2021;202105;5;Petroliers;14;Exterior;E;3;227442
2021;202105;5;Transbordadors;15;Cabotatge;C;49;1254461
2021;202105;5;Transbordadors;15;Exterior;E;12;764904
2021;202105;5;Portacontenidors;17;Cabotatge;C;10;114895
2021;202105;5;Portacontenidors;17;Exterior;E;73;3080683
2021;202105;5;Ro-Ro;20;Cabotatge;C;6;100468
2021;202105;5;Ro-Ro;20;Exterior;E;27;1248286
2021;202105;5;Car-carrier;21;Exterior;E;13;641489
